url,status,timestamp
https://scholar.google.com/citations?hl=ko&amp;update_op=email_library_add&amp;info=Y2F35TJk2scJ&amp;citsig=ACUpqDcAAAAAalqShVFBXXrrf8IgFyNgADXu-PA,failed_summarization,2025-07-20T10:22:57.084223
https://scholar.google.com/scholar_share?hl=ko&amp;oi=scholaralrt&amp;ss=in&amp;url=https://revistas.pucsp.br/cognitiofilosofia/article/download/72521/48136&amp;rt=Straying+from+the+pragmatic+ground+of+natural+intelligence&amp;scisig=AAZF9b-FQzGq_vRPnPwU5dIWeE6x,failed_summarization,2025-07-20T10:22:58.107026
https://scholar.google.com/citations?hl=ko&amp;update_op=email_library_add&amp;info=1GOtz8ihLzIJ&amp;citsig=ACUpqDcAAAAAalMAjXryym-UqeetiLq0qFbzZAA,failed_summarization,2025-07-20T10:22:58.721762
https://scholar.google.com/citations?hl=ko&amp;update_op=email_library_add&amp;info=ro3SfRY1fboJ&amp;citsig=ACUpqDcAAAAAalZearR2JivQoLDYpQUzJtlN60o,failed_summarization,2025-07-20T10:22:59.424539
https://scholar.google.com/scholar_url?url=http://jiip.stkipyapisdompu.ac.id/jiip/index.php/JIIP/article/download/8811/5981&amp;hl=ko&amp;sa=X&amp;d=3008397482854974748&amp;ei=6ip1aM7uNoyu6rQPwf7_mAk&amp;scisig=AAZF9b8CWS1vb3yH6eFKHeQTTMSO&amp;oi=scholaralrt&amp;hist=BNQUaiIAAAAJ:16556401398369964382:AAZF9b9VtHHXwIoqHiwlXLH1zz4i&amp;html=&amp;pos=3&amp;folt=kw-top,failed_summarization,2025-07-20T10:22:59.840400
https://scholar.google.com/scholar_share?hl=ko&amp;oi=scholaralrt&amp;ss=fb&amp;url=https://ieeexplore.ieee.org/abstract/document/11069618/&amp;rt=Privacy-Preserving+Data+Pipelines+for+AI:+A+Comprehensive+Review+of+Scalable+Approaches&amp;scisig=AAZF9b-L2oHn34BRAWFJO0PFM2Qh,failed_summarization,2025-07-20T10:23:00.512925
https://scholar.google.com/scholar_alerts?view_op=list_alerts&amp;email_for_op=singularitydaily%40gmail.com&amp;alert_id=cqlUtrZ0130J&amp;hl=ko,failed_summarization,2025-07-20T10:23:01.186542
https://scholar.google.com/scholar_share?hl=ko&amp;oi=scholaralrt&amp;ss=in&amp;url=https://search.proquest.com/openview/341cbf33c23a61298907bab4285fdc53/1%3Fpq-origsite%3Dgscholar%26cbl%3D18750%26diss%3Dy&amp;rt=The+Role+of+Nutrient+Sensing+Pathways+in+Regulating+Circulating+Levels+of+Vitamin+A&amp;scisig=AAZF9b_qRtxEUzIQMt23rVSCVv67,failed_summarization,2025-07-20T10:23:01.521813
https://scholar.google.com/scholar_share?hl=ko&amp;oi=scholaralrt&amp;ss=fb&amp;url=https://journals.sagepub.com/doi/pdf/10.1177/12034754251355595&amp;rt=Off-Label+Topical+Application+of+Sirolimus+(Rapamycin)+for+Dermatological+Conditions&amp;scisig=AAZF9b_ij8fHMzUNClsfHqkncFPO,failed_summarization,2025-07-20T10:23:02.529842
https://scholar.google.com/scholar_share?hl=ko&amp;oi=scholaralrt&amp;ss=tw&amp;url=https://www.sciencedirect.com/science/article/pii/S0022369725004652&amp;rt=Mechanochemical+Synthesis+of+AgI-BiOI%40+g-C3N4+Heterojunction+for+the+Efficient+Degradation+of+Cationic+Dye+RhB+Under+Visible+Light+Irradiation&amp;scisig=AAZF9b97nDSiLKA4x-J8meshAzTG,failed_summarization,2025-07-20T10:23:02.873684
